Macs,IPs,ACKs
c8:bc:c8:bf:be:d9,10.126.223.210,1
00:24:36:e4:53:21,10.191.150.92,4
10:9a:dd:5b:2a:5b,10.191.127.58,3
00:23:12:25:63:82,10.103.221.178,1
00:23:12:25:5f:ec,10.104.222.206,1
a8:20:66:39:d3:3d,10.2.236.133,2
00:23:12:25:63:e5,10.144.219.97,7
04:0c:ce:1b:41:8c,10.191.217.97,2
10:9a:dd:58:93:04,10.191.125.30,2
04:0c:ce:1b:3d:c5,10.123.223.9,1
04:0c:ce:1b:3c:b1,10.123.223.12,1
00:23:12:25:49:ed,10.115.221.14,1
04:0c:ce:1b:3b:57,10.171.219.67,1
04:0c:ce:1b:49:3e,10.142.222.158,1
00:23:7d:52:ab:a2,10.171.103.50,3
04:0c:ce:1b:4b:a3,10.110.222.252,1
00:23:12:25:4b:0c,10.144.219.81,1
c8:bc:c8:bf:c0:94,10.191.219.97,2
04:0c:ce:1b:49:cd,10.123.223.14,1
10:9a:dd:53:81:d6,10.191.127.185,2
10:68:3f:4a:47:c5,10.191.155.13,17
00:23:12:25:4a:e5,10.172.217.67,1
2c:f0:ee:1e:93:de,10.119.221.42,1
2c:f0:ee:22:df:56,10.119.221.51,1
2c:f0:ee:1e:ba:5a,10.119.221.50,1
2c:f0:ee:1e:1f:92,10.119.221.41,1
2c:f0:ee:21:dd:06,10.119.221.52,1
c8:bc:c8:bc:31:d5,10.121.221.191,1
10:9a:dd:53:e0:bf,10.121.127.141,1
c8:bc:c8:c2:5a:ff,10.121.223.47,1
10:9a:dd:52:7c:04,10.121.126.50,1
c8:bc:c8:bb:c3:23,10.121.221.189,1
00:23:12:25:3e:ed,10.126.176.114,1
c8:f6:50:a6:9f:2e,10.123.220.214,2
5c:96:9d:89:58:0f,10.171.219.226,1
5c:96:9d:89:59:6b,10.171.219.227,1
5c:96:9d:89:58:ff,10.171.219.224,1
5c:96:9d:89:59:69,10.171.219.235,1
5c:96:9d:8f:f9:c7,10.171.219.236,1
00:10:49:17:97:87,10.145.239.215,1
04:0c:ce:1b:47:4b,10.142.222.90,1
00:23:12:25:41:7d,10.115.221.15,1
5c:96:9d:90:1c:51,10.171.219.238,1
5c:96:9d:89:59:23,10.171.219.237,1
5c:96:9d:8c:d6:45,10.171.219.225,1
5c:96:9d:90:49:19,10.171.219.223,1
5c:96:9d:89:58:c9,10.171.219.230,1
5c:96:9d:89:58:85,10.171.219.234,1
5c:96:9d:8f:df:9f,10.171.219.233,1
5c:96:9d:90:3d:e9,10.171.219.229,1
5c:96:9d:90:37:75,10.171.219.228,1
5c:96:9d:90:29:1f,10.171.219.231,1
80:86:f2:85:32:0c,10.171.208.156,2
00:25:4b:95:15:50,10.123.223.169,1
00:23:12:25:3a:4d,10.172.217.68,1
44:2a:60:db:a9:be,10.121.221.185,1
c8:bc:c8:bf:30:b2,10.119.221.1,1
10:9a:dd:5b:2a:6a,10.121.126.54,1
70:cd:60:ff:20:be,10.121.221.196,1
c8:2a:14:0e:1b:8a,10.121.126.47,1
00:23:12:25:4c:60,10.124.221.240,1
44:2a:60:db:a4:34,10.121.221.148,1
00:23:12:25:4c:65,10.115.221.1,1
04:0c:ce:1b:42:1e,10.172.221.45,1
3c:4a:92:44:ec:a9,10.111.79.31,1
00:1f:5b:c4:30:d1,10.123.223.193,1
5c:96:9d:90:41:fb,10.171.219.52,1
04:0c:ce:1b:3d:8d,10.101.223.35,1
10:9a:dd:53:df:10,10.121.126.141,1
04:0c:ce:1b:48:23,10.172.221.38,1
04:0c:ce:1b:3b:5a,10.115.222.156,1
04:0c:ce:1b:3d:fa,10.172.221.35,1
c8:bc:c8:b8:74:ef,10.121.222.232,1
44:2a:60:db:a6:f3,10.104.222.232,2
00:23:12:25:4b:25,10.122.223.111,1
44:2a:60:db:a4:61,10.121.221.190,1
c8:2a:14:00:5e:66,10.121.126.49,1
04:0c:ce:1b:4b:48,10.115.222.231,1
c8:bc:c8:bf:ac:db,10.121.223.63,2
78:e3:b5:9c:53:86,10.171.102.147,1
00:23:12:25:3e:bc,10.104.222.190,1
10:9a:dd:53:66:2a,10.121.126.209,2
00:24:81:93:c5:0c,10.11.127.231,1
28:92:4a:cb:16:c6,10.147.126.198,1
00:23:12:25:5f:b4,10.105.199.5,1
c8:bc:c8:bf:c0:99,10.123.221.31,1
c8:bc:c8:bf:c0:fb,10.123.222.84,1
c8:bc:c8:bf:c2:30,10.123.222.91,1
04:0c:ce:1b:42:61,10.123.222.127,1
c8:bc:c8:bc:31:c6,10.119.223.72,2
00:1a:1e:c5:8a:cb,10.111.127.247,1
c8:bc:c8:bc:31:d8,10.123.222.85,1
6c:88:14:a5:e0:1c,10.146.222.3,3
04:0c:ce:1b:43:64,10.145.221.252,1
5c:96:9d:90:0f:c9,10.114.223.79,2
04:0c:ce:1b:49:61,10.171.219.60,1
5c:96:9d:8d:5c:0d,10.114.223.80,2
5c:96:9d:8d:3a:e3,10.114.223.77,2
5c:96:9d:8c:d4:25,10.114.223.83,2
5c:96:9d:89:58:af,10.114.223.65,2
5c:96:9d:8d:44:b9,10.114.223.68,2
5c:96:9d:8d:34:cb,10.114.223.73,2
5c:96:9d:8d:34:c5,10.114.223.66,2
5c:96:9d:8d:5c:0b,10.114.223.62,2
04:0c:ce:1b:45:8f,10.143.221.147,2
2c:f0:ee:21:32:72,10.142.220.71,1
04:0c:ce:1b:4b:9c,10.142.221.188,1
c8:2a:14:0e:2c:b7,10.121.126.55,1
44:2a:60:db:a4:69,10.121.221.195,1
04:0c:ce:1b:49:00,10.121.221.187,1
04:0c:ce:1b:3e:34,10.171.219.99,2
00:1e:52:c8:29:0d,10.115.221.0,1
44:2a:60:db:a4:59,10.109.221.134,2
00:23:12:25:64:92,10.111.221.180,1
04:0c:ce:1b:45:90,10.172.221.43,1
ec:0e:c4:6c:cb:dd,10.143.220.141,1
38:b1:db:21:f0:1d,10.143.220.175,1
38:b1:db:21:b5:33,10.143.220.80,1
04:0c:ce:1b:43:bd,10.172.221.30,2
ec:0e:c4:6c:a7:e3,10.143.220.144,1
38:b1:db:00:4d:53,10.143.220.16,1
38:b1:db:21:ee:09,10.143.219.142,1
38:b1:db:00:4e:2b,10.143.219.189,1
04:0c:ce:1b:39:aa,10.119.222.214,1
44:2a:60:db:a9:5e,10.109.221.131,1
04:0c:ce:1b:47:0c,10.122.223.64,1
04:0c:ce:1b:39:d7,10.172.221.48,1
5c:96:9d:8d:17:a5,10.114.223.54,1
5c:96:9d:8d:3e:2f,10.114.223.71,1
5c:96:9d:8d:34:ef,10.114.223.61,1
c8:bc:c8:bc:2d:8f,10.119.223.64,1
04:0c:ce:1b:49:83,10.172.220.174,3
04:0c:ce:1b:41:71,10.111.223.81,1
00:23:32:9e:e1:9e,10.111.126.213,1
5c:96:9d:89:58:cb,10.114.223.76,1
00:23:12:25:64:ab,10.111.221.204,1
0c:4d:e9:be:6a:05,10.192.108.150,2
44:2a:60:db:a2:1c,10.109.221.136,1
04:0c:ce:1b:50:ce,10.115.222.168,1
04:0c:ce:1b:49:4b,10.126.221.217,1
04:0c:ce:1b:4b:81,10.172.220.170,1
00:23:12:25:3c:98,10.110.223.196,1
00:23:32:9e:99:ad,10.113.107.81,1
34:23:87:cb:59:05,10.120.192.21,2
04:0c:ce:1b:3c:e6,10.123.222.122,1
d8:30:62:64:64:a6,10.146.223.213,1
00:1e:c2:c3:54:28,10.144.223.49,1
00:23:12:25:4a:c8,10.123.221.40,1
00:10:49:1c:28:17,10.173.239.203,1
c8:bc:c8:c0:8d:cf,10.119.223.69,2
c8:bc:c8:bf:78:9e,10.119.223.71,1
00:23:12:25:35:ae,10.113.223.140,1
04:0c:ce:1b:3a:25,10.119.222.209,1
c8:bc:c8:b9:66:58,10.119.223.76,1
b0:10:41:c6:3d:6d,10.172.218.120,1
00:23:12:25:3c:d6,10.106.223.151,1
d8:30:62:64:69:33,10.123.222.97,1
10:9a:dd:af:ff:98,10.147.223.254,1
d8:30:62:64:7b:fd,10.146.223.232,1
00:23:12:25:47:ee,10.103.222.2,1
00:23:12:25:64:a3,10.106.222.20,1
00:23:12:25:66:99,10.119.221.33,1
04:0c:ce:1b:3e:e6,10.173.220.151,1
04:0c:ce:1b:43:5e,10.104.223.58,2
04:0c:ce:1b:45:72,10.143.222.65,7
44:2a:60:db:a4:52,10.104.223.220,2
00:23:12:25:41:3a,10.115.220.249,1
04:0c:ce:1b:45:80,10.105.200.38,1
00:23:12:25:62:36,10.125.221.248,1
04:0c:ce:1b:43:56,10.144.222.93,1
78:3a:84:ac:3c:45,10.144.220.165,1
04:0c:ce:1b:3c:e3,10.142.222.50,2
00:23:12:25:36:24,10.171.205.237,1
04:0c:ce:1b:47:5f,10.173.220.74,6
00:23:12:25:3c:c3,10.146.223.18,1
00:23:12:25:60:6b,10.171.206.52,1
04:0c:ce:1b:46:d0,10.115.222.240,1
04:0c:ce:1b:40:56,10.146.222.200,2
10:9a:dd:ad:31:8d,10.124.223.59,1
00:23:12:25:66:7e,10.105.198.177,1
04:0c:ce:1b:43:66,10.172.220.177,1
04:0c:ce:1b:41:4f,10.144.222.92,1
04:0c:ce:1b:3b:71,10.171.219.124,1
00:23:12:25:3e:a4,10.113.223.87,1
00:23:12:25:4a:ce,10.144.175.80,1
c8:bc:c8:bc:26:67,10.106.220.252,1
00:1f:5b:c4:3d:f9,10.171.221.237,1
04:0c:ce:1b:45:36,10.104.223.48,1
78:3a:84:ad:02:f3,10.144.220.167,1
c4:d9:87:c5:08:1e,10.145.219.129,6
78:3a:84:ac:b8:f0,10.144.220.145,1
d8:30:62:64:57:d6,10.146.223.25,1
04:0c:ce:1b:3a:48,10.101.223.32,2
04:0c:ce:1b:46:c8,10.104.223.49,1
44:2a:60:db:a2:11,10.123.223.52,1
00:23:12:25:60:40,10.146.222.234,3
04:0c:ce:1b:44:1c,10.115.222.245,1
00:23:12:25:5f:38,10.172.217.92,1
d4:9a:20:5d:d6:6f,10.107.221.72,1
5c:96:9d:8d:14:95,10.114.223.67,1
5c:96:9d:8f:fb:ef,10.114.223.55,1
5c:96:9d:90:3f:51,10.114.223.58,1
5c:96:9d:90:1d:8f,10.114.223.64,1
5c:96:9d:8c:d5:03,10.114.223.72,1
04:0c:ce:1b:42:9b,10.126.221.224,1
00:10:49:13:cb:ec,10.113.239.219,1
5c:96:9d:90:42:07,10.114.223.75,1
04:0c:ce:1b:3f:2a,10.172.220.175,1
5c:96:9d:8c:eb:75,10.114.223.70,1
5c:96:9d:90:42:29,10.114.223.57,1
5c:96:9d:90:09:c7,10.114.223.69,1
5c:96:9d:90:10:cd,10.114.223.56,1
00:23:df:8a:cc:26,10.173.126.18,1
5c:96:9d:8d:46:cf,10.114.223.81,1
5c:96:9d:90:42:a7,10.114.223.82,1
5c:96:9d:90:1d:e5,10.114.223.78,1
5c:96:9d:90:29:c7,10.114.223.59,1
00:24:36:b3:57:b0,10.173.222.159,1
5c:96:9d:8c:9b:03,10.114.223.60,1
04:0c:ce:1b:49:ea,10.123.223.15,1
a0:b3:cc:f8:11:5e,10.114.35.75,1
04:0c:ce:1b:44:07,10.171.219.63,1
04:0c:ce:1b:45:09,10.109.223.27,2
d8:30:62:64:7b:39,10.146.223.226,1
04:0c:ce:1b:47:30,10.172.220.178,1
00:10:49:1b:d0:17,10.113.239.218,1
00:23:12:25:3d:8e,10.113.223.88,1
00:23:12:25:65:6b,10.106.223.167,1
00:23:12:25:65:6a,10.110.221.52,1
04:0c:ce:1b:42:8a,10.105.200.36,1
00:23:12:25:33:9c,10.109.221.148,1
00:23:12:25:49:30,10.172.217.119,1
08:2e:5f:2d:89:10,10.142.35.76,1
00:23:12:25:64:b3,10.115.221.16,1
10:9a:dd:ad:34:d1,10.109.223.238,1
c4:d9:87:c3:88:45,10.145.219.144,5
04:0c:ce:1b:43:4d,10.171.146.190,1
00:10:49:1a:4b:e9,10.141.239.236,1
c8:cb:b8:23:4d:69,10.172.122.202,1
00:23:12:25:61:d6,10.103.221.194,1
10:93:e9:5e:0b:40,10.146.189.40,3
00:10:49:1a:4a:12,10.113.239.170,1
00:23:12:25:44:bb,10.107.221.64,1
00:23:12:25:35:a6,10.144.223.63,1
04:0c:ce:1b:3e:bf,10.172.221.88,2
04:0c:ce:1b:46:01,10.109.223.17,1
04:0c:ce:1b:3a:fa,10.171.219.156,1
00:23:12:25:39:c7,10.126.223.98,1
00:23:12:25:4a:99,10.114.222.45,1
00:23:12:25:4a:aa,10.172.217.15,1
04:0c:ce:1b:46:7e,10.110.222.247,1
10:93:e9:5e:0b:40,10.191.187.204,2
04:0c:ce:1b:43:8d,10.124.223.65,1
44:2a:60:db:a9:7a,10.123.223.55,1
04:0c:ce:1b:3d:b1,10.144.222.3,1
04:0c:ce:1b:3c:d3,10.126.221.235,1
04:0c:ce:1b:49:e2,10.146.222.185,1
b0:10:41:2b:c4:ff,10.110.221.146,1
00:23:12:25:63:32,10.109.221.174,1
00:23:32:9e:eb:02,10.171.96.244,1
00:23:12:23:db:51,10.147.218.131,2
00:23:12:25:41:ba,10.171.206.70,1
00:10:49:1b:da:ef,10.113.239.191,1
44:2a:60:db:a4:50,10.104.223.235,1
04:0c:ce:1b:3f:86,10.104.222.224,1
c8:bc:c8:bb:ef:3e,10.119.220.252,1
04:0c:ce:1b:39:e9,10.171.219.126,1
00:10:49:1b:da:d7,10.113.239.178,1
00:10:49:1b:d5:21,10.113.239.228,1
04:0c:ce:1b:3f:c2,10.107.222.230,1
00:10:49:1b:d5:22,10.173.239.132,1
04:0c:ce:1b:46:a7,10.126.218.160,1
00:10:49:1a:47:1b,10.113.239.246,1
00:10:49:1b:d0:09,10.113.239.212,1
00:10:49:1a:4a:4b,10.173.239.226,1
44:2a:60:db:a4:96,10.109.221.138,1
04:0c:ce:1b:3c:96,10.126.221.197,1
00:10:49:1a:47:1e,10.113.239.167,1
00:10:49:1a:4a:04,10.113.239.177,1
00:23:12:25:5e:be,10.110.221.57,3
44:2a:60:db:a7:c9,10.104.223.112,2
00:23:12:25:3e:51,10.113.223.177,1
00:23:12:25:4b:27,10.119.221.74,1
00:23:12:25:66:3a,10.114.222.48,1
04:0c:ce:1b:3d:78,10.105.201.28,1
c8:bc:c8:ca:40:2b,10.144.219.48,1
2c:f0:ee:21:a8:fa,10.113.220.255,1
00:23:12:25:5f:bf,10.105.198.255,1
00:10:49:1a:47:e3,10.173.239.200,1
00:50:56:88:17:ba,10.1.244.226,1
00:23:12:25:48:73,10.105.198.253,1
00:23:12:25:61:b8,10.114.222.5,1
04:0c:ce:1b:45:97,10.171.219.62,1
00:10:49:1c:26:c7,10.173.239.168,1
00:10:49:1b:d0:14,10.113.239.207,1
04:0c:ce:1b:42:72,10.113.222.227,1
20:c9:d0:a9:de:26,10.146.192.10,1
04:0c:ce:1b:42:65,10.104.223.16,1
00:23:12:25:49:94,10.115.220.254,1
04:0c:ce:1b:3e:68,10.101.223.45,1
00:10:49:1a:4a:14,10.113.239.200,1
c8:f6:50:e1:13:d7,10.125.221.172,2
04:0c:ce:1b:3f:b9,10.126.221.196,1
00:10:49:1b:cf:7b,10.113.239.199,1
78:4b:87:50:05:7c,10.143.175.41,2
04:0c:ce:1b:46:70,10.144.222.91,1
00:23:12:25:4a:2d,10.143.223.84,1
04:0c:ce:1b:45:1b,10.171.219.69,1
d8:c7:c8:c9:d0:6f,10.113.107.124,1
00:23:12:25:36:bd,10.144.223.59,1
00:10:49:1a:4a:05,10.113.239.214,1
04:0c:ce:1b:42:1c,10.115.222.247,1
c8:bc:c8:bc:33:69,10.171.214.151,2
04:0c:ce:1b:3a:1f,10.172.220.182,1
04:0c:ce:1b:47:63,10.110.222.234,1
00:23:12:25:5f:94,10.114.222.47,1
04:0c:ce:1b:4c:14,10.125.223.66,1
00:25:4b:8b:9f:9e,10.143.223.90,1
a0:b3:cc:f8:11:3c,10.106.35.75,1
80:00:0b:21:69:c0,10.145.219.159,5
04:0c:ce:1b:42:ba,10.103.223.23,1
6c:f3:7f:ca:30:8b,10.173.125.168,1
d8:c7:c8:c9:d0:7b,10.113.107.123,1
00:23:12:25:48:92,10.107.221.62,1
80:00:0b:32:da:ca,10.145.221.69,2
04:0c:ce:1b:3c:9e,10.171.219.191,1
00:23:12:25:4a:c3,10.121.221.210,1
04:0c:ce:1b:3f:d3,10.142.220.255,1
d8:c7:c8:c9:d0:48,10.113.107.126,1
00:23:12:23:da:7c,10.109.221.143,1
44:2a:60:db:a3:bb,10.109.221.145,1
0c:3e:9f:45:48:fb,10.172.164.91,1
04:0c:ce:1b:47:4f,10.146.222.202,2
04:0c:ce:1b:31:99,10.123.223.10,1
00:19:d1:f5:13:2b,10.172.126.126,1
04:0c:ce:1b:3e:8d,10.114.223.37,1
00:10:49:1b:d5:53,10.173.239.164,1
00:10:49:1b:d5:3f,10.173.239.208,1
2c:f0:ee:21:64:c8,10.173.215.125,1
d8:c7:c8:c9:d0:97,10.113.107.120,1
0c:3e:9f:45:48:fb,10.191.180.153,5
04:0c:ce:1b:3f:33,10.173.165.121,1
00:23:12:25:49:68,10.114.222.42,1
04:0c:ce:1b:45:3d,10.144.222.11,1
04:0c:ce:1b:39:bf,10.144.222.15,1
04:0c:ce:1b:47:0a,10.171.220.8,1
00:23:12:25:3c:d0,10.146.223.130,1
00:23:12:25:60:57,10.120.220.58,1
d8:c7:c8:c9:d0:47,10.113.107.121,1
04:0c:ce:1b:41:9b,10.144.222.18,2
00:25:4b:95:24:58,10.111.221.208,1
00:1a:4b:0f:18:0a,10.147.79.26,1
00:23:12:25:39:61,10.109.221.146,1
5c:96:9d:8f:a0:b5,10.126.222.40,1
2c:f0:ee:22:8b:96,10.104.221.49,1
04:0c:ce:1b:46:5e,10.172.220.128,1
00:23:12:25:4c:76,10.143.223.97,1
78:4b:87:50:05:7c,10.191.177.116,1
d8:c7:c8:c1:ab:64,10.113.107.119,1
d8:c7:c8:c1:ab:4f,10.173.127.233,1
00:16:76:de:8c:8a,10.172.125.128,2
c8:bc:c8:c7:f6:91,10.141.218.122,1
00:23:12:24:2d:3b,10.147.218.128,1
04:0c:ce:1b:47:66,10.146.222.180,1
00:23:12:25:3d:d5,10.119.221.32,1
c8:bc:c8:c7:f4:22,10.125.221.239,1
00:23:12:25:45:f0,10.109.221.169,1
04:0c:ce:1b:43:39,10.144.222.4,1
04:0c:ce:1b:44:b6,10.126.222.27,1
70:cd:60:ff:0a:72,10.131.222.39,1
00:23:32:9e:e9:b7,10.172.126.220,2
04:0c:ce:1b:3b:98,10.171.219.100,1
00:23:12:25:4b:17,10.172.219.73,3
44:2a:60:db:a7:6e,10.123.223.54,1
04:0c:ce:1b:3a:94,10.171.219.82,1
b0:10:41:2b:dc:53,10.123.221.212,1
00:23:12:25:36:9d,10.143.219.192,1
b0:10:41:2b:db:cf,10.123.221.146,1
04:0c:ce:1b:3f:dd,10.146.222.189,1
00:23:12:25:4a:66,10.144.219.102,1
8c:2d:aa:3b:fe:7d,10.172.220.89,1
00:23:12:25:60:91,10.125.222.13,1
00:23:12:25:4c:62,10.121.221.218,1
00:10:49:1b:d5:4d,10.173.238.205,1
00:10:49:1c:25:bb,10.173.239.84,1
e8:39:35:3a:0e:94,10.145.35.77,1
00:23:12:25:49:90,10.144.219.87,1
00:10:49:1a:4a:78,10.173.239.120,1
00:23:12:25:36:a6,10.143.223.138,1
00:23:32:9e:9a:52,10.171.96.226,1
00:23:12:25:60:2a,10.171.206.57,1
04:0c:ce:1b:46:f6,10.105.201.26,1
00:23:12:25:4b:08,10.144.219.82,1
04:0c:ce:1b:44:a2,10.142.220.62,1
00:23:12:25:3a:1d,10.104.222.191,1
00:23:12:25:4c:66,10.110.223.188,1
00:23:12:25:65:85,10.106.223.159,1
00:0b:86:c2:e3:3a,10.115.127.237,1
44:2a:60:db:a9:a3,10.109.221.140,1
04:0c:ce:1b:3b:42,10.145.222.120,1
00:23:12:25:4a:00,10.144.219.89,1
44:2a:60:db:a9:64,10.171.223.130,1
00:23:12:25:3d:85,10.103.221.189,1
00:23:12:25:62:28,10.173.215.108,2
04:0c:ce:1b:3e:5c,10.104.223.10,1
04:0c:ce:1b:42:e3,10.142.220.65,1
00:24:81:92:d6:f0,10.171.97.18,1
04:0c:ce:1b:45:d6,10.110.223.13,1
04:0c:ce:1b:43:3e,10.110.222.233,1
04:0c:ce:1b:46:ed,10.119.222.210,1
d8:c7:c8:ca:35:d8,10.173.127.168,1
00:23:12:25:66:03,10.106.223.78,1
04:0c:ce:1b:46:00,10.126.221.222,1
00:23:12:25:66:47,10.122.223.33,1
04:0c:ce:1b:3d:ca,10.101.223.50,1
04:0c:ce:1b:48:f6,10.173.220.135,2
c8:bc:c8:c7:f3:74,10.103.221.168,1
2c:f0:ee:21:a0:20,10.172.217.59,2
00:23:12:25:5f:82,10.143.223.95,1
90:48:9a:4f:4d:63,10.143.219.128,1
00:23:12:25:66:bd,10.142.220.35,1
04:0c:ce:1b:46:65,10.124.223.76,1
04:0c:ce:1b:3e:8a,10.124.223.89,1
04:0c:ce:1b:46:63,10.131.223.140,1
04:0c:ce:1b:49:ef,10.144.221.240,1
70:cd:60:ff:09:9a,10.125.221.242,1
04:0c:ce:1b:40:47,10.171.129.217,2
04:0c:ce:1b:40:20,10.124.223.61,1
04:0c:ce:1b:45:4f,10.171.220.7,2
2c:f0:ee:21:e9:d6,10.119.221.23,1
2c:f0:ee:1e:58:f6,10.119.221.20,1
2c:f0:ee:22:d1:26,10.119.221.22,1
2c:f0:ee:21:e8:e6,10.119.221.9,1
2c:f0:ee:1e:ab:fa,10.119.221.18,1
2c:f0:ee:22:a2:12,10.119.221.15,1
04:0c:ce:1b:42:b3,10.144.221.98,1
04:0c:ce:1b:3a:e1,10.145.222.131,1
04:0c:ce:1b:40:a2,10.145.222.127,1
04:0c:ce:1b:40:50,10.173.220.173,1
04:0c:ce:1b:40:2d,10.144.222.9,2
04:0c:ce:1b:42:f1,10.144.221.96,4
c8:bc:c8:bf:7f:c6,10.142.219.225,1
88:63:df:95:c6:05,10.191.211.142,1
c8:bc:c8:bf:be:e1,10.173.215.29,1
00:23:32:9e:ef:48,10.126.127.55,1
c8:bc:c8:b8:8f:f6,10.173.217.188,2
00:23:12:25:48:9a,10.142.223.251,1
04:0c:ce:1b:44:d0,10.126.221.221,1
04:0c:ce:1b:3f:37,10.171.219.76,3
04:0c:ce:1b:39:22,10.110.223.12,3
00:23:12:25:36:18,10.107.221.47,2
0c:3e:9f:15:76:b7,10.143.166.242,3
04:0c:ce:1b:3e:6b,10.101.223.67,1
00:23:12:25:49:9a,10.113.223.89,1
0c:3e:9f:15:76:b7,10.191.156.134,2
04:0c:ce:1b:43:ab,10.142.220.63,1
00:22:41:fc:a8:60,10.144.223.40,1
04:0c:ce:1b:44:78,10.119.222.208,1
10:9a:dd:ad:34:7c,10.146.223.151,1
ac:16:2d:11:25:33,10.104.35.75,1
04:0c:ce:1b:44:79,10.104.223.9,1
00:23:12:25:48:34,10.171.206.56,1
04:0c:ce:1b:41:df,10.144.221.243,2
44:2a:60:db:a9:38,10.171.221.114,1
04:0c:ce:1b:45:60,10.144.221.250,1
04:0c:ce:1b:45:57,10.144.222.17,1
00:23:12:25:4a:cd,10.120.220.47,1
44:2a:60:dc:ee:0e,10.123.223.53,1
04:0c:ce:1b:46:c5,10.171.219.72,1
04:0c:ce:1b:46:3e,10.110.223.8,1
04:0c:ce:1b:46:e0,10.146.222.187,1
04:0c:ce:1b:47:a4,10.110.223.5,1
00:23:32:9e:e2:7a,10.171.96.243,1
04:0c:ce:1b:46:81,10.141.223.72,1
04:0c:ce:1b:41:69,10.145.222.110,1
00:23:12:25:3e:ef,10.109.221.173,1
00:23:12:25:3c:8c,10.171.205.244,3
70:cd:60:ff:4d:12,10.141.218.112,1
00:23:12:25:63:c4,10.146.223.20,1
48:43:7c:c2:50:59,10.191.153.32,1
00:23:12:25:5f:12,10.144.175.193,1
04:0c:ce:1b:3f:c4,10.124.223.80,1
00:23:12:25:60:69,10.142.220.34,1
44:2a:60:db:a3:6a,10.114.222.43,1
00:10:49:1b:d4:c8,10.193.239.220,1
04:0c:ce:1b:4b:38,10.124.223.70,1
c8:bc:c8:bf:78:ad,10.172.221.242,1
00:19:d2:83:b1:36,10.172.219.26,5
04:0c:ce:1b:49:69,10.131.223.133,1
00:0b:86:c2:51:0d,10.104.127.239,1
c8:bc:c8:b8:8e:44,10.109.221.130,1
00:23:12:25:60:8d,10.125.222.11,1
c8:bc:c8:bf:c2:2f,10.123.222.88,1
04:0c:ce:1b:3c:be,10.144.221.89,3
04:0c:ce:1b:49:6d,10.171.219.66,1
04:0c:ce:1b:40:a8,10.101.223.47,1
04:0c:ce:1b:3f:6e,10.101.223.44,1
c8:bc:c8:f2:bd:e4,10.126.223.190,1
04:0c:ce:1b:3c:b2,10.171.219.74,1
04:0c:ce:1b:3e:b7,10.145.222.132,1
00:1e:c2:c3:af:e2,10.106.223.172,1
04:0c:ce:1b:3f:f1,10.101.223.16,1
00:23:12:25:3e:16,10.142.220.31,1
04:0c:ce:1b:41:92,10.101.223.38,1
00:23:12:25:36:fa,10.107.221.45,1
04:0c:ce:1b:46:5b,10.146.222.148,2
04:0c:ce:1b:40:2c,10.145.222.58,1
00:23:12:25:4a:95,10.119.221.71,1
04:0c:ce:1b:39:d2,10.145.222.16,2
04:0c:ce:1b:48:ee,10.131.223.124,1
04:0c:ce:1b:45:fb,10.131.223.125,1
00:23:12:25:5f:86,10.104.222.110,1
04:0c:ce:1b:44:95,10.145.222.55,1
c8:bc:c8:bc:31:ff,10.103.221.170,1
00:23:12:25:5f:ad,10.115.221.12,1
00:23:12:25:65:68,10.142.220.32,1
00:23:12:25:3b:ae,10.173.215.118,1
c8:bc:c8:c7:f6:88,10.125.221.241,1
04:0c:ce:1b:51:52,10.105.200.40,1
04:0c:ce:1b:44:bd,10.104.223.15,1
04:0c:ce:1b:3c:dc,10.145.222.50,1
04:0c:ce:1b:49:2d,10.113.222.188,1
00:23:12:25:49:9b,10.113.223.199,1
00:23:12:25:35:fd,10.143.223.139,1
00:23:12:25:63:ec,10.115.221.4,2
00:23:12:25:63:79,10.103.223.86,1
10:9a:dd:af:f1:07,10.114.223.196,1
00:23:32:98:46:54,10.121.126.58,1
04:0c:ce:1b:40:47,10.191.175.175,1
00:23:12:25:4a:7a,10.173.215.115,1
00:23:12:25:5f:9b,10.121.221.216,1
c8:bc:c8:bf:47:0f,10.172.219.169,1
04:0c:ce:1b:3e:d4,10.126.176.34,1
c8:bc:c8:c7:fe:c8,10.125.221.244,1
04:0c:ce:1b:46:21,10.110.223.4,1
04:0c:ce:1b:3d:06,10.145.222.49,1
00:23:12:25:48:8a,10.173.215.86,1
04:0c:ce:1b:49:73,10.145.222.78,1
04:0c:ce:1b:3c:9b,10.104.223.39,1
44:2a:60:dc:eb:34,10.171.221.121,1
04:0c:ce:1b:44:34,10.145.222.43,1
c8:bc:c8:b8:8f:f5,10.105.199.40,1
04:0c:ce:1b:3c:a1,10.113.222.219,1
04:0c:ce:1b:3d:96,10.105.200.254,1
04:0c:ce:1b:47:6e,10.105.200.252,1
00:23:12:25:66:72,10.110.223.169,1
04:0c:ce:1b:3e:fb,10.113.222.230,1
04:0c:ce:1b:3e:54,10.101.223.65,1
00:23:12:25:3d:f3,10.104.222.214,1
04:0c:ce:1b:3f:af,10.124.223.97,1
00:23:12:25:3d:e5,10.105.198.173,2
00:23:12:25:5f:c9,10.105.198.175,1
04:0c:ce:1b:3e:ec,10.106.223.23,1
00:50:56:88:f1:d7,10.1.244.218,1
04:0c:ce:1b:3c:dd,10.144.221.92,2
04:0c:ce:1b:45:04,10.172.220.181,3
04:0c:ce:1b:47:a3,10.171.219.73,1
